localBodyCode,localBodyNameEnglish,localBodyNameLocal,blockCode
113202,Etam,ETAM,3151
113203,Kaliga,KALIGA,3151
113204,Konbir,KONBIR,3151
113205,Kumhari,KUMHARI,3151
113206,Lungtu,LUNGTU,3151
113207,Mamrala,MAMRALA,3151
113208,Moreng,MORENG,3151
113209,Okba,OKBA,3151
113211,Pantha,PANTHA,3151
113212,Pokta,POKTA,3151
113213,Tetra,TETRA,3151
113214,Turbunga,TURBUNGA,3151
113215,Amaliya,AMALIYA,3152
113216,Atakora,ATAKORA,3152
113217,Domba,DOMBA,3152
113218,Dudiya,DUDIYA,3152
113219,Dumbo,DUMBO,3152
113220,Karanj,KARANJ,3152
113221,Karaundajor,KARAUNDAJOR,3152
113222,Marasili,MARASILI,3152
113223,North Bharno,NORTH BHARNO,3152
113224,South Bharno,SOUTH BHARNO,3152
113225,Supa,SUPA,3152
113226,Turiamba,TURIAMBA,3152
113227,Amtipani,AMTIPANI,3153
113228,Banari,BANARI,3153
113229,Bishunpur,BISHUNPUR,3153
113230,Chirodih,CHIRODIH,3153
113231,Ghaghra,GHAGHRA,3153
113232,Gurdari,GURDARI,3153
113233,Helta,HELTA,3153
113234,Narma,NARMA,3153
113235,Nirasi,NIRASI,3153
113236,Serka,SERKA,3153
113237,Bamda,BAMDA,3154
113238,Bardih,BARDIH,3154
113239,Barwenagar,BARWENAGAR,3154
113240,Bendora,BENDORA,3154
113241,Chainpur,CHAINPUR,3154
113242,Chhichhwani,CHHICHHWANI,3154
113243,Janawal,JANAWAL,3154
113244,Kating,KATING,3154
113245,Malam,MALAM,3154
113246,Rampur,RAMPUR,3154
113247,Akasi,AKASI,3155
113248,Dumri,DUMRI,3155
113250,Jairagi,JAIRAGI,3155
113252,Jurmu,JURMU,3155
113253,Karni,KARNI,3155
113254,Khetali,KHETALI,3155
113255,Majhagaon,MAJHAGAON,3155
113257,Nawadih,NAWADIH,3155
113260,Udani,UDANI,3155
113261,Adar,ADAR,3156
113262,Arangi,ARANGI,3156
113263,Badri,BADRI,3156
113264,Belagara,BELAGARA,3156
113265,Bimarla,BIMARLA,3156
113266,Chapka,CHAPKA,3156
113267,Chundari,CHUNDARI,3156
113268,Devaki,DEVAKI,3156
113269,Dirgaon,DIRGAON,3156
113270,Duko,DUKO,3156
113271,Ghaghra,GHAGHRA,3156
113272,Kugaon,KUGAON,3156
113273,Kuhipat,KUHIPAT,3156
113274,Nawdiha,NAWDIHA,3156
113275,Ruki,RUKI,3156
113276,Sarango,SARANGO,3156
113277,Sehal,SEHAL,3156
113278,Shivrajpur,SHIVRAJPUR,3156
113279,Amboa,AMBOA,3157
113280,Anjan,ANJAN,3157
113281,Aramai,ARAMAI,3157
113282,Asni,ASNI,3157
113283,Basuwa,BASUWA,3157
113284,Brinda,BRINDA,3157
113285,Dumardih,DUMARDIH,3157
113286,Fasia,FASIA,3157
113287,Fori,FORI,3157
113288,Ghatgaon,GHATGAON,3157
113289,Kaliga,KALIGA,3157
113290,Karaundi,KARAUNDI,3157
113291,Kasira,KASIRA,3157
113292,Katri,KATRI,3157
113293,Kharka,KHARKA,3157
113294,Khora,KHORA,3157
113295,Kotam,KOTAM,3157
113296,Kulabira,KULABIRA,3157
113297,Kumhariya,KUMHARIYA,3157
113298,Murkunda,MURKUNDA,3157
113299,Nawadih,NAWADIH,3157
113300,Pugu,PUGU,3157
113301,Silafari,SILAFARI,3157
113302,Telgaon,TELGAON,3157
113303,Toto,TOTO,3157
113304,Kamdara,KAMDARA,3158
113305,Konsa,KONSA,3158
113306,Kuluburu,KULUBURU,3158
113307,Rampur,RAMPUR,3158
113308,Ramtolya,RAMTOLYA,3158
113309,Rerwa,RERWA,3158
113310,Salegutu,SALEGUTU,3158
113311,Sarita,SARITA,3158
113312,Surhu,SURHU,3158
113313,Turundu,TURUNDU,3158
113314,Bagesera,BAGESERA,3159
113315,Baghima,BAGHIMA,3159
113316,Bangru,BANGRU,3159
113317,Bilingbira,BILINGBIRA,3159
113318,Dahupani,DAHUPANI,3159
113319,Jhikirma,JHIKIRMA,3159
113320,Koleng,KOLENG,3159
113321,Kulukera,KULUKERA,3159
113322,Nathpur,NATHPUR,3159
113323,Palkot North,PALKOT NORTH,3159
113324,Palkot South,PALKOT SOUTH,3159
113325,Tapkara,TAPKARA,3159
113326,Tengariya,TENGARIYA,3159
113327,Umra,UMRA,3159
113328,Jarjatta,JARJATTA,3160
113329,Kansir,KANSIR,3160
113330,Kemta,KEMTA,3160
113331,Kobja,KOBJA,3160
113332,Kondra,KONDRA,3160
113333,Koro Chhatarpur,KORO CHHATARPUR,3160
113334,Nawagarh,NAWAGARH,3160
113335,Parsa,PARSA,3160
113336,Pibo,PIBO,3160
113337,Sikoi,SIKOI,3160
113338,Silam,SILAM,3160
113339,Sursang,SURSANG,3160
113340,Upper Khatanga,UPPER KHATANGA,3160
113341,Bargaon,BARGAON,3161
113342,Bargaon Bartoli,BARGAON BARTOLI,3161
113343,Bhadauli,BHADAULI,3161
113344,Bhurso,BHURSO,3161
113345,Bondo,BONDO,3161
113346,Chharda,CHHARDA,3161
113347,Ghaghra,GHAGHRA,3161
113348,Kudra,KUDRA,3161
113349,Lakeya,LAKEYA,3161
113350,Larango,LARANGO,3161
113351,Murgu,MURGU,3161
113352,Nagar,NAGAR,3161
113353,Olmunda,OLMUNDA,3161
113354,Pandariya,PANDARIYA,3161
113355,Puso,PUSO,3161
113356,Rerwa,RERWA,3161
113357,Shivnathpur,SHIVNATHPUR,3161
113358,Sisai,SISAI,3161
113249,Govindpur,GOVINDPUR,6625
113251,Jarda,JARDA,6625
113256,Meral,MERAL,6625
113258,Shishi Karamtoli,SHISHI KARAMTOLI,6625
113259,Sikri,SIKRI,6625
113359,Barhi East,BARHI EAST,3162
113360,Barhi West,BARHI WEST,3162
113361,Barsot,BARSOT,3162
113362,Basariya-Panchmadhaw,BASARIYA-PANCHMADHAW,3162
113363,Bendgi,BENDGI,3162
113364,Bhandaro,BHANDARO,3162
113365,Bijaiya,BIJAIYA,3162
113366,Dapok,DAPOK,3162
113367,Dhanwar,DHANWAR,3162
113368,Dulmaha,DULMAHA,3162
113369,Gauriyakarma,GAURIYAKARMA,3162
113370,Kariyatpur,KARIYATPUR,3162
113371,Karso,KARSO,3162
113372,Kedarut,KEDARUT,3162
113373,Khodahar,KHODAHAR,3162
113374,Kolhukala,KOLHUKALA,3162
113375,Konra,KONRA,3162
113376,Malkoko,MALKOKO,3162
113377,Ranichuwan,RANICHUWAN,3162
113378,Rasoiya Dhamna,RASOIYA DHAMNA,3162
113379,Ango,ANGO,3163
113380,Badam,BADAM,3163
113381,Barkagaon East,BARKAGAON EAST,3163
113382,Barkagaon Middle,BARKAGAON MIDDLE,3163
113383,Barkagaon West,BARKAGAON WEST,3163
113384,Chandaul,CHANDAUL,3163
113385,Chepakala,CHEPAKALA,3163
113386,Chopdar Baliya,CHOPDAR BALIYA,3163
113387,Dadikala,DADIKALA,3163
113388,Garsulla,GARSULLA,3163
113389,Gondalpura,GONDALPURA,3163
113390,Harli,HARLI,3163
113391,Kandtari,KANDTARI,3163
113392,Mahugaikala,MAHUGAIKALA,3163
113393,Napokhurd,NAPOKHURD,3163
113394,Nayatand,NAYATAND,3163
113395,Potanga,POTANGA,3163
113396,Sandh,SANDH,3163
113397,Sikri,SIKRI,3163
113398,Sinduwari,SINDUWARI,3163
113399,Sirma,SIRMA,3163
113400,Talaswar,TALASWAR,3163
113401,Urimari,URIMARI,3163
113403,Barkangango,BARKANGANGO,3164
113404,Barkatha North,BARKATHA NORTH,3164
113405,Barkatha South,BARKATHA SOUTH,3164
113406,Bedokala,BEDOKALA,3164
113407,Belkapi,BELKAPI,3164
113410,Chechkapi,CHECHKAPI,3164
113411,Chuglamo,CHUGLAMO,3164
113412,Gainda,GAINDA,3164
113413,Gaipahari,GAIPAHARI,3164
113414,Gangpacho,GANGPACHO,3164
113415,Gorhar,GORHAR,3164
113416,Jhurjhuri,JHURJHURI,3164
113417,Kapka,KAPKA,3164
113419,Konharakhurd,KONHARAKHURD,3164
113422,Salaiya,SALAIYA,3164
113425,Shiladih,SHILADIH,3164
113427,Tuiyo,TUIYO,3164
113428,Achaljamo,ACHALJAMO,3165
113429,Alpito,ALPITO,3165
113430,Bakaspura,BAKASPURA,3165
113431,Banaso,BANASO,3165
113432,Barayan,BARAYAN,3165
113433,Beda Hariyara,BEDA HARIYARA,3165
113434,Bhelwara,BHELWARA,3165
113435,Bishnugarh,BISHNUGARH,3165
113436,Chano,CHANO,3165
113437,Chedra,CHEDRA,3165
113441,Gainda,GAINDA,3165
113442,Galhobar,GALHOBAR,3165
113443,Govindpur Kala,GOVINDPUR   KALA,3165
113444,Jobar,JOBAR,3165
113445,Kargalo,KARGALO,3165
113446,Kharki,KHARKI,3165
113447,Kharna,KHARNA,3165
113448,Kusumbha,KUSUMBHA,3165
113449,Madmo,MADMO,3165
113450,Nagi,NAGI,3165
113451,Narki,NARKI,3165
113452,Nawada,NAWADA,3165
113453,Sarukudar,SARUKUDAR,3165
113454,Siray,SIRAY,3165
113456,Bachchai,BACHCHAI,3166
113457,Barahmauriya,BARAHMAURIYA,3166
113458,Basariya,BASARIYA,3166
113459,Behra,BEHRA,3166
113460,Bela,BELA,3166
113461,Belahi,BELAHI,3166
113462,Bhaghar,BHAGHAR,3166
113463,Chaikala,CHAIKALA,3166
113464,Chaithi,CHAITHI,3166
113465,Chauparan,CHAUPARAN,3166
113466,Chordaha,CHORDAHA,3166
113467,Dadpur,DADPUR,3166
113468,Daihar,DAIHAR,3166
113469,Debo,DEBO,3166
113470,Govindpur,GOVINDPUR,3166
113471,Jabanpur,JABANPUR,3166
113472,Jagdishpur,JAGDISHPUR,3166
113473,Jhapa,JHAPA,3166
113474,Karma,KARMA,3166
113475,Mangarh,MANGARH,3166
113476,Padariya,PADARIYA,3166
113477,Pandeybara,PANDEYBARA,3166
113478,Rampur,RAMPUR,3166
113479,Selharakala,SELHARAKALA,3166
113480,Singhrawan,SINGHRAWAN,3166
113481,Tajpur,TAJPUR,3166
113482,Ango,ANGO,3167
113483,Bahera,BAHERA,3167
113486,Chanaro,CHANARO,3167
113487,Charhi,CHARHI,3167
113488,Churchu,CHURCHU,3167
113494,Hendegarha,HENDEGARHA,3167
113498,Indra,INDRA,3167
113499,Jarba,JARBA,3167
113527,Alaunjakhurd,ALAUNJAKHURD,3169
113528,Bariyath,BARIYATH,3169
113529,Barkakala,BARKAKALA,3169
113530,Barkakhurd,BARKAKHURD,3169
113532,Bonga,BONGA,3169
113533,Champanagar Nawadih,CHAMPANAGAR NAWADIH,3169
113534,Dadha,DADHA,3169
113535,Dadighaghar,DADIGHAGHAR,3169
113536,Dariya,DARIYA,3169
113537,Deokuli,DEOKULI,3169
113538,Dumroun,DUMROUN,3169
113539,Gobarbanda,GOBARBANDA,3169
113540,Hadari,HADARI,3169
113542,Karimati,KARIMATI,3169
113543,Kariyatpur,KARIYATPUR,3169
113546,Kurha,KURHA,3169
113547,Mangura,MANGURA,3169
113549,Parasi,PARASI,3169
113551,Purana Ichak,PURANA ICHAK,3169
113553,Arabhusai,ARABHUSAI,3170
113554,Bajha,BAJHA,3170
113555,Bargada,BARGADA,3170
113557,Dand,DAND,3170
113558,Datokhurd,DATOKHURD,3170
113559,Dhauthwa,DHAUTHWA,3170
113561,Gadokhar,GADOKHAR,3170
113563,Kanchanpur,KANCHANPUR,3170
113564,Kandsar,KANDSAR,3170
113566,Katkamsandi,KATKAMSANDI,3170
113568,Khutra,KHUTRA,3170
113571,Lupung,LUPUNG,3170
113574,Pabra,PABRA,3170
113576,Pelawal North,PELAWAL NORTH,3170
113577,Pelawan South,PELAWAN SOUTH,3170
113578,Rebar,REBAR,3170
113579,Romi,ROMI,3170
113581,Shahpur,SHAHPUR,3170
113583,Bariyatu,BARIYATU,3171
113584,Beltu,BELTU,3171
113585,Bengwari,BENGWARI,3171
113586,Bundu,BUNDU,3171
113587,Chati Bariyatu,CHATI BARIYATU,3171
113588,Garrikala,GARRIKALA,3171
113589,Hewai,HEWAI,3171
113590,Kandber,KANDBER,3171
113591,Karali,KARALI,3171
113592,Keredari,KEREDARI,3171
113593,Manatu,MANATU,3171
113594,Pachda,PACHDA,3171
113595,Pandu,PANDU,3171
113596,Patal,PATAL,3171
113597,Peto,PETO,3171
113598,Salga,SALGA,3171
113640,Bandarbela,BANDARBELA,3173
113641,Bihari,BIHARI,3173
113642,Kutipisi,KUTIPISI,3173
113643,Padma,PADMA,3173
113644,Pindarkon,PINDARKON,3173
113645,Romi,ROMI,3173
113646,Saraiya,SARAIYA,3173
113647,Suryapura,SURYAPURA,3173
113729,Amnari,AMNARI,3176
113730,Badasi,BADASI,3176
113731,Baheri,BAHERI,3176
113732,Bhelwara,BHELWARA,3176
113733,Chutiyaro,CHUTIYARO,3176
113735,Gurhet,GURHET,3176
113736,Harhad,HARHAD,3176
248130,Hazaribag,हजारीबाग,3176
113738,Hutpa,HUTPA,3176
113741,Karbekala,KARBEKALA,3176
113745,Mandaikhurd,MANDAIKHURD,3176
113746,Meru,MERU,3176
113747,Morangi,MORANGI,3176
113748,Nagwan,NAGWAN,3176
113749,Nayakhap,NAYAKHAP,3176
113750,Oriya,ORIYA,3176
113751,Pauta,PAUTA,3176
113753,Sakhiya,SAKHIYA,3176
113756,Silwarkala,SILWARKALA,3176
113757,Sindur,SINDUR,3176
113758,Singhani,SINGHANI,3176
113734,Daru,DARU,6707
113490,Digwar,DIGWAR,6707
113737,Harli,HARLI,6707
113739,Irga,IRGA,6707
113740,Jinga,JINGA,6707
113544,Kavilasi,KAVILASI,6707
113548,Medhkurikhurd,MEDHKURIKHURD,6707
113550,Punai,PUNAI,6707
113752,Ramdeo Kharika,RAMDEO KHARIKA,6707
113552,Adra,ADRA,6708
113556,Bes,BES,6708
113560,Dhengura,DHENGURA,6708
248130,Hazaribag,हजारीबाग,6708
113565,Katkamdag,KATKAMDAG,6708
113567,Khapriyawan,KHAPRIYAWAN,6708
113570,Kusumbha,KUSUMBHA,6708
113572,Masratu,MASRATU,6708
113573,Nawada,NAWADA,6708
113575,Pasai,PASAI,6708
113580,Salgawan,SALGAWAN,6708
113582,Sultana,SULTANA,6708
113484,Balsagra,BALSAGRA,6709
113489,Dadi,DADI,6709
113491,Giddi A,GIDDI  A,6709
113492,Giddi B,GIDDI  B,6709
113493,Giddi C,GIDDI  C,6709
113495,Hesalong,HESALONG,6709
113496,Honhemorha,HONHEMORHA,6709
113497,Huwag,HUWAG,6709
113500,Kanki,KANKI,6709
113501,Mishrainmorha,MISHRAINMORHA,6709
113502,Rabodh,RABODH,6709
113503,Religarha East,RELIGARHA EAST,6709
113504,Religarha West,RELIGARHA WEST,6709
113505,Tongi,TONGI,6709
113485,Bedam,BEDAM,6710
113531,Bharajo,BHARAJO,6710
113438,Daharbhanga,DAHARBHANGA,6710
113439,Dharampur,DHARAMPUR,6710
113440,Dumar,DUMAR,6710
113541,Jharpo,JHARPO,6710
113545,Khaira,KHAIRA,6710
113455,Tatijhariya,TATIJHARIYA,6710
113402,Alagdiha,ALAGDIHA,6711
113408,Chalkusha,CHALKUSHA,6711
113409,Chaube,CHAUBE,6711
113418,Khargu,KHARGU,6711
113420,Manaiya,MANAIYA,6711
113421,Maskedih,MASKEDIH,6711
113423,Salaiyadih,SALAIYADIH,6711
113424,Sewatand,SEWATAND,6711
113426,Sudan,SUDAN,6711
113816,Afjalpur,अफजलपुर,3179
113817,Bandardiha,बंदराडीह,3179
113818,Bararampur,बड़ारामपुर,3179
113820,Chakaniapara,चक्नियापाडा,3179
113822,Dalabar,डालाबर,3179
113824,Dobna,धोबना,3179
113826,Futberiya,फुटबेडिया,3179
113827,Geriya,गेरिया,3179
113828,Jamdehi,जामदेही,3179
113829,Kasta,कासता,3179
113830,Khaira,खाईरा,3179
113832,Kuldangal,कुलडंगाल,3179
113833,Maheshmunda,महेशमुंडा,3179
113834,Mahulbana,महुलवना,3179
113835,Maralo,मारालो,3179
113836,Morbasa,मोरबासा,3179
113837,Nala,नाला,3179
113838,Paikbarh,पैकबाढ़,3179
113839,Pakuria,पकुडिया,3179
113841,Panjunia,पानजूनिय,3179
113842,Saluka,सलूका,3179
113844,Sripur,श्रीपुर,3179
113845,Tasjoria,तासजोडीय,3179
113846,Bandarchua,बन्दरचुआ,3180
113847,Bankudih,बांकूडीह,3180
113849,Borwa,वोरबा,3180
113850,Budhudih,बुधुडीह,3180
113851,Butberiya,बूटबेडिया,3180
113852,Champapur,चम्पापुर,3180
113853,Chandadi Lakhanpur,चंदाडीह लखनपुर,3180
113855,Davakendra,डावाकेंद,3180
113854,Devalbari,देवलबाड़ी,3180
113856,Dighari,दिघहारी,3180
113858,Jhilua,झिलुया,3180
113859,Koridih-1,कोरीडीह-१,3180
113860,Kurta,कुरता,3180
113862,Madnadih,मदनाडीह,3180
113863,Manjhaladih,मंझलाडीह,3180
113864,Narayanpur,नारायणपुर,3180
113865,Narodih,नरोडीह,3180
113866,Nawadih,नवाडीह,3180
113867,Nayadih,नयाडीह,3180
113868,Pabia,पाबिया,3180
113869,Posta,पोस्ता,3180
113870,Rupdih,रूपडीह,3180
113871,Sabanpur,सिबानपुर,3180
113872,Saharpur,सहरपुर,3180
113876,Topatarn,टोपाटांड,3180
113794,Amba,आम्बा,3178
113795,Amladehi,अमलादेहि,3178
113797,Babupur,बाबूपुर,3178
113798,Bagdehri,बागदेह्डी,3178
113801,Bankathi,वनकाठी,3178
113803,Bhailua,भेलुया,3178
113804,Bikrampur,बिक्रमपुर,3178
113806,Gaipathar,गाईपाथर,3178
113807,Garjori,गारजोड़ी,3178
113809,Khajuri,खाजुडिया,3178
113810,Kundhit,कुंडहित,3178
113811,Muraberia,मुड़ाबेरिया,3178
113812,Nagri,नगरी,3178
113813,Palajori,पालाजोड़ी,3178
113815,Sudrakshipur,सुद्रख्छीपुर,3178
113762,Barjora,बरजोड़ा,3177
113764,Bewa,वेबा,3177
113765,Chalna,चालना,3177
113766,Chandradipa,चन्द्रदीपा,3177
113767,Chengaidih,चेंगाईडीह,3177
113768,Dakshinbahal,दक्षिणवहाल,3177
113769,Duladih,दुलाडीह,3177
113770,Gopalpur,गोपालपुर,3177
113771,Jiajori,जियाजोड़ी,3177
113773,Kushbedia,कुशबेडिया,3177
113774,Ladhna,लाधना,3177
113776,Menjhia,मेंजिया,3177
113779,Panjania,पानजानिया,3177
113781,Piyalsola,पियरसोला,3177
113782,Ranidih,रानीडीह,3177
113783,Shahardal,सहरढाल,3177
113784,Shaharpura,सहरपूरा,3177
113786,Siulibari,सियुलीबाड़ी,3177
113787,Sonbad,सोनाबाद,3177
113788,Sukhjora,सुखजोड़ा,3177
113789,Supaidih,सुपाईडीह,3177
113792,Udalbani,उदलवनी,3177
113793,Agaiyasarmundi,अगैयासरमुंडी,6653
113796,Asanberiya,आसनबेड़िया,6653
113799,Bamandiha,वामनडीह,6653
113800,Bandarnacha,बन्दरनाचा,6653
113802,Banudih,वनुडीह,6653
113819,Bindapathar,वृन्दापाथर,6653
113821,Chapuriya,चापुडिया,6653
113823,Dhasaniya,धशनिया,6653
113825,Dumariya,डुमरिया,6653
113805,Fatehpur,फतेहपुर,6653
113808,Jamjori,जामजोड़ी,6653
113831,Khamarbad,खमारबाद,6653
113840,Palajori,पालाजोड़ी,6653
113843,Simaldubi,सिमलडूबी,6653
113814,Simladangal,शिमलाडंगाल,6653
113759,Alagchuan,अलगाचूहा,6654
113760,Bagber,बागबेड,6654
113761,Baradaha,बारादहा,6654
113763,Barmundi,बारमुंडी,6654
113848,Birajpur,बिराजपुर,6654
113857,Dumaria,डुमरिया,6654
113772,Karmatanr,करमाटांड,6654
113861,Kuruwa,कुरुवा,6654
113775,Mattanr,मतटांड,6654
113777,Mohanpur,मोहनपुर,6654
113778,Nawadih,नवाडीह,6654
113780,Phofnad,फोफनाद,6654
113873,Sikarposni,सिकारपोसनी,6654
113785,Sitakatta,सीताकट्टा,6654
113874,Subdidih,सुब्धीडीह,6654
113790,Tarabahal,ताराबहाल,6654
113875,Tarkojori,तर्कोंजोड़ी,6654
113791,Tetulbandha,तेतुलबंधा,6654
114578,Arki,ARKI,3218
114579,Badinijkel,BADINIJKEL,3218
114580,Birbanki,BIRBANKI,3218
114581,Bohanda,BOHANDA,3218
114582,Hunth,HUNTH,3218
114583,Kochang,KOCHANG,3218
114584,Madhatu,MADHATU,3218
114585,Noudhi,NOUDHI,3218
114586,Purnanagar,PURNANAGAR,3218
114587,Sargeya,SARGEYA,3218
114588,Sindri,SINDRI,3218
114589,Sosokuti,SOSOKUTI,3218
114590,Tintila,TINTILA,3218
114591,Tirla,TIRLA,3218
114592,Todang,TODANG,3218
114593,Upar Balalong,UPAR BALALONG,3218
114707,Bakaspur,BAKASPUR,3224
114708,Bamarja,BAMARJA,3224
114709,Chaata,CHAATA,3224
114710,Dahkela,DAHKELA,3224
114711,Dumargadi,DUMARGADI,3224
114712,Ghunsuli,GHUNSULI,3224
114713,Govindpur,GOVINDPUR,3224
114714,Hakajang,HAKAJANG,3224
114715,Jaria,JARIA,3224
114716,Jurdag,JURDAG,3224
114717,Kacchabari,KACCHABARI,3224
114718,Karra,KARRA,3224
114719,Kudlum,KUDLUM,3224
114720,Larta,LARTA,3224
114721,Limra,LIMRA,3224
114722,Lodhma,LODHMA,3224
114723,Meha,MEHA,3224
114724,Sungi,SUNGI,3224
114725,Urikel,URIKEL,3224
114726,Barudih,BARUDIH,3225
114727,Bhandra,BHANDRA,3225
114728,Birhu,BIRHU,3225
114729,Dadigutu,DADIGUTU,3225
114730,Fudi,FUDI,3225
114731,Gutjora,GUTJORA,3225
114732,Landup,LANDUP,3225
114733,Maranghada,MARANGHADA,3225
114734,Murhi,MURHI,3225
114735,Siladon,SILADON,3225
114736,Tilma,TILMA,3225
114737,Tirla,TIRLA,3225
114768,Bichna,BICHNA,3228
114769,Binda,BINDA,3228
114770,Digri,DIGRI,3228
114771,Ganaloya,GANALOYA,3228
114772,Godatoli,GODATOLI,3228
114773,Gutuhatu,GUTUHATU,3228
114774,Hansa,HANSA,3228
114775,Hethgoa,HETHGOA,3228
114776,Indipiri,INDIPIRI,3228
114777,Kewda,KEWDA,3228
114778,Korakel,KORAKEL,3228
114779,Kuda,KUDA,3228
114781,Kunjla,KUNJLA,3228
114780,Kurapurti,KURAPURTI,3228
114782,Murhu,MURHU,3228
114783,Rumutkel,RUMUTKEL,3228
114825,Banai,BANAI,3231
114826,Dahu,DAHU,3231
114827,Jaipur,JAIPUR,3231
114828,Khatanga,KHATANGA,3231
114829,Khatkhura,KHATKHURA,3231
114830,Sode,SODE,3231
114831,Tamba,TAMBA,3231
114923,Amma,AMMA,3236
114924,Barkuli,BARKULI,3236
114925,Diyankel,DIYANKEL,3236
114926,Dorma,DORMA,3236
114927,Fatka,FATKA,3236
114928,Husir,HUSIR,3236
114929,Jaria,JARIA,3236
114930,Kamra,KAMRA,3236
114931,Marcha,MARCHA,3236
114932,Okra,OKRA,3236
114933,Sundari,SUNDARI,3236
114934,Tapkara,TAPKARA,3236
114935,Torpa East,TORPA  EAST,3236
114936,Torpa West,TORPA WEST,3236
114937,Ukrimari,UKRIMARI,3236
114938,Urikela,URIKELA,3236
113877,Aragaro,ARAGARO,3181
113878,Badkidhmrai,BADKIDHMRAI,3181
113879,Bendi,BENDI,3181
113880,Bhondo,BHONDO,3181
113881,Birsodih,BIRSODIH,3181
113882,Chandwara East,CHANDWARA EAST,3181
113883,Chandwara West,CHANDWARA WEST,3181
113884,Kanko,KANKO,3181
113885,Kanti,KANTI,3181
113886,Khandi,KHANDI,3181
113887,Madangundi,MADANGUNDI,3181
113888,Pathalgadda,PATHALGADDA,3181
113889,Pipradih,PIPRADIH,3181
113890,Tham,THAM,3181
113891,Urwan,URWAN,3181
113892,Beko,BEKO,3182
113893,Chehal,CHEHAL,3182
113894,Dandadih,DANDADIH,3182
113895,Gadgi,GADGI,3182
113896,Gharaunja,GHARAUNJA,3182
113897,Gohal,GOHAL,3182
113898,Hirodih,HIRODIH,3182
113899,Jainagar East,JAINAGAR EAST,3182
113900,Jainagar West,JAINAGAR WEST,3182
113901,Kakarcholi,KAKARCHOLI,3182
113902,Kandrapdih,KANDRAPDIH,3182
113903,Kariyawan,KARIYAWAN,3182
113904,Katahadih,KATAHADIH,3182
113905,Katiya,KATIYA,3182
113906,Khariyodih,KHARIYODIH,3182
113907,Naitand,NAITAND,3182
113908,Pipcho,PIPCHO,3182
113909,Rupaidih,RUPAIDIH,3182
113910,Satdiha,SATDIHA,3182
113911,Tamai,TAMAI,3182
113912,Tetraun,TETRAUN,3182
113913,Tilokari,TILOKARI,3182
113914,Yogiyatilha,YOGIYATILHA,3182
113915,Bekobar North,BEKOBAR NORTH,3183
113916,Bekobar South,BEKOBAR SOUTH,3183
113917,Charadih,CHARADIH,3183
113918,Chhatarbar,CHHATARBAR,3183
113919,Dumardiha,DUMARDIHA,3183
113920,Inderwa,INDERWA,3183
113921,Jarga,JARGA,3183
113922,Jhumri,JHUMRI,3183
113923,Karma,KARMA,3183
113924,Kauawar Gajhandi,KAUAWAR GAJHANDI,3183
113925,Kharkotta,KHARKOTTA,3183
113926,Kolgarma,KOLGARMA,3183
113927,Lariyadih,LARIYADIH,3183
113928,Lokai,LOKAI,3183
113929,Meghatari,MEGHATARI,3183
113930,Pandedih,PANDEDIH,3183
113931,Phathaldiha,PHATHALDIHA,3183
113932,Purnanagar,PURNANAGAR,3183
113933,Chopnadih,CHOPNADIH,3184
113934,Dagarnawan,DAGARNAWAN,3184
113935,Devipur,DEVIPUR,3184
113936,Dhasharokhurd,DHASHAROKHURD,3184
113937,Jamu,JAMU,3184
113938,Kadodih,KADODIH,3184
113939,Mahughai,MAHUGHAI,3184
113940,Markacho Middle,MARKACHO MIDDLE,3184
113941,Markacho North,MARKACHO NORTH,3184
113942,Markacho South,MARKACHO SOUTH,3184
113943,Murkmanai,MURKMANAI,3184
113944,Nawadih,NAWADIH,3184
113945,Paplo,PAPLO,3184
113946,Purnanagar,PURNANAGAR,3184
113947,Simaria,SIMARIA,3184
113948,Telodih,TELODIH,3184
113949,Ambabad,AMBABAD,3185
113950,Bashodih,BASHODIH,3185
113951,Itai,ITAI,3185
113952,Kataiya,KATAIYA,3185
113953,Khunta,KHUNTA,3185
113954,Kothiyar,KOTHIYAR,3185
113955,Madhopur,MADHOPUR,3185
113956,Marchoi,MARCHOI,3185
113957,Mirganj,MIRGANJ,3185
113958,Nawadih,NAWADIH,3185
113959,Rajabar,RAJABAR,3185
113960,Samaldih,SAMALDIH,3185
113961,Shivpur,SHIVPUR,3185
113962,Tehro,TEHRO,3185
245476,Bachhedih,BACHHEDIH,6651
245477,Bagdo,BAGDO,6651
245478,Bagridih,BAGRIDIH,6651
245479,Bangakhalar,BANGAKHALAR,6651
245480,Behradih,BEHRADIH,6651
245481,Dhab,DHAB,6651
245486,Dhargawan,DHARGAWAN,6651
245482,Dhodhakola,DHODHAKOLA,6651
277135,Domchanch,डोमचांच,6651
245487,Janpur,JANPUR,6651
299767,Karakhut,KARAKHUT,6651
245488,Kharkhar,KHARKHAR,6651
248131,Kodarma,कोडरमा,6651
245489,Kundidhanwar,KUNDIDHANWAR,6651
245490,Madhuban,MADHUBAN,6651
245492,Masmohna,MASMOHNA,6651
245493,Masnodih,MASNODIH,6651
245494,Nawadih,NAWADIH,6651
245495,Parho,PARHO,6651
245496,Phulwariya,PHULWARIYA,6651
245497,Purnadih,PURNADIH,6651
114024,Chorha,CHORHA,7365
113995,Ganeshpur,GANESHPUR,7365
114026,Ghasitola,GHASITOLA,7365
114023,Baresanr,BARESANR,3189
114025,Dhangartola,DHANGARTOLA,3189
